forum_id	forum_title	forum_keywords
294	Rare Diseases Help	Rare Diseases community, Rare Diseases, Rare disorders, Rare Diseases forum, Rare Diseases board	MedHelp's Rare Diseases Help Forum. This forum is for help, questions and support regarding Rare Diseases
295	Schizophrenia Help	Schizophrenia forum, Schizophrenia support, Schizophrenia board, Schizophrenia help, Schizophrenia community, schizoaffective disorders forum, schizoaffective disorders board, schizoaffective disorders community	MedHelp's Schizophrenia Help Forum. This forum is for help, questions and support regarding Schizophrenia
296	Ask a Pharmacist Help	treatments, drugs, ask a pharmacist, drug questions, treatment questions, side effect questions, interaction questions	MedHelp's Ask a Pharmacist Help Forum. This forum is for help, questions and support regarding Ask a Pharmacist
297	Urologic Cancer Help	Urologic Cancer board, Urologic Cancer forum, Urologic Cancer community, Urologic Cancer support, bladder cancer board, bladder cancer community, bladder cancer support, bladder cancer forum, kidney cancer board, kidney cancer forum	MedHelp's Urologic Cancer Help Forum. This forum is for help, questions and support regarding Urologic Cancer
298	Trigeminal Neuralgia Help	Trigeminal Neuralgia forum, Trigeminal Neuralgia board, Trigeminal Neuralgia community, Trigeminal Neuralgia support	MedHelp's Trigeminal Neuralgia Help Forum. This forum is for help, questions and support regarding Trigeminal Neuralgia
299	MedHelp Social Help	None	MedHelp's MedHelp Social Help Forum. This forum is for help, questions and support regarding MedHelp Social
29	Salud Dental Help	None	MedHelp's Salud Dental Help Forum. This forum is for help, questions and support regarding Salud Dental
2	Birds Help	veterinarian, pets, pet health, dogs, cats, sick pet, birds, small animals, MedHelp, Forum, Vet, Communities	MedHelp's Birds Help Forum. This forum is for help, questions and support regarding Birds
300	Agoraphobia Help	Agoraphobia, Agoraphobia support, Agoraphobia community, Agoraphobia forum, Agoraphobia board	MedHelp's Agoraphobia Help Forum. This forum is for help, questions and support regarding Agoraphobia
301	Speech & Language Disorders Help	Speech disorders, language disorders, Speech disorder forum, Speech disorder community, Speech disorder support, Speech disorder help, Speech disorder board, language disorder forum, language disorder support, language disorder board	MedHelp's Speech & Language Disorders Help Forum. This forum is for help, questions and support regarding Speech & Language Disorders
302	Pediatric Cardiology Help	Pediatric Cardiology	MedHelp's Pediatric Cardiology Help Forum. This forum is for help, questions and support regarding Pediatric Cardiology
303	Chronic Obstructive Pulmonary Disorder Help	COPD forum, COPD community, COPD board, COPD support, Chronic Obstructive Pulmonary Disorder forum, Chronic Obstructive Pulmonary Disorder community, Chronic Obstructive Pulmonary Disorder, COPD, Chronic Obstructive Pulmonary Disorder support	MedHelp's Chronic Obstructive Pulmonary Disorder Help Forum. This forum is for help, questions and support regarding Chronic Obstructive Pulmonary Disorder
307	Brain/Pituitary Tumors Help	Brain Tumor, Pituitary Tumor, Brain Tumor support, Brain Tumor forum, Brain Tumor board, Brain Tumor community, Pituitary Tumor support, Pituitary Tumor community, Pituitary Tumor forum, Pituitary Tumor board	MedHelp's Brain/Pituitary Tumors Help Forum. This forum is for help, questions and support regarding Brain/Pituitary Tumors
309	Postpartum Depression (PPD) Help	Postpartum Depression, PPD, PPD forum, PPD board, PPD community, Postpartum Depression forum, Postpartum Depression board, Postpartum Depression community, Postpartum Depression support, PPD support	MedHelp's Postpartum Depression (PPD) Help Forum. This forum is for help, questions and support regarding Postpartum Depression (PPD)
30	Salud del Hombre Help	None	MedHelp's Salud del Hombre Help Forum. This forum is for help, questions and support regarding Salud del Hombre
315	Mastocytosis Help	Mastocytosis, Mastocytosis community, Mastocytosis forum, Mastocytosis board, Mastocytosis questiosn, Mastocytosis support	MedHelp's Mastocytosis Help Forum. This forum is for help, questions and support regarding Mastocytosis
316	PTSD / Post	Post Traumatic Stress Disorder, PTSD, Post Traumatic Stress Disorder community, Post Traumatic Stress Disorder forum, Post Traumatic Stress Disorder board, Post Traumatic Stress Disorder support, Post Traumatic Stress community,Post Traumatic Stress forum	MedHelp's PTSD / Post-Traumatic Stress Disorder Help Forum. This forum is for help, questions and support regarding PTSD / Post-Traumatic Stress Disorder
317	Orthopedics & Sports Medicine Help	Sports Medicine, Sports Medicine forum, Sports Medicine board, Sports Medicine doctor, Sports Medicine question, Sports Medicine ask a doctor, Sports Medicine support	MedHelp's Orthopedics & Sports Medicine Help Forum. This forum is for help, questions and support regarding Orthopedics & Sports Medicine
31	Salud de los NiÃ±os Help	None	MedHelp's Salud de los NiÃ±os Help Forum. This forum is for help, questions and support regarding Salud de los NiÃ±os
324	Hearing Loss Help	hearing disorders, ear disorders, hearing questions, ear disorder questions, ear doctor, hearting disorders doctors, hearing loss	MedHelp's Hearing Loss Help Forum. This forum is for help, questions and support regarding Hearing Loss
326	Addiction Help	addiction, addiction doctor, addiction questions, addition ask a doctor	MedHelp's Addiction Help Forum. This forum is for help, questions and support regarding Addiction
328	Peripheral Nerve Hyperexcitability (PNH) Help	Peripheral Nerve Hyperexcitability, PHN, PHN community, PHN support, neuromyotonia, NMT, benign fasciculation syndrome, BFS, cramp fasciculation syndrome, CFS, Isaacs syndrome	MedHelp's Peripheral Nerve Hyperexcitability (PNH) Help Forum. This forum is for help, questions and support regarding Peripheral Nerve Hyperexcitability (PNH)
32	Salud Mental Help	None	MedHelp's Salud Mental Help Forum. This forum is for help, questions and support regarding Salud Mental
333	GERD (Acid Reflux) Help	heartburn, acid reflux, acid reflex, GERD, acid reflux questions, acid reflux support, gerd support, gerd community, acid reflux community, gerd questions, heartburn questions, heartburn support, heartburn community, gerd board, acid reflux board, heathbu	MedHelp's GERD (Acid Reflux) Help Forum. This forum is for help, questions and support regarding GERD (Acid Reflux)
335	Allergies	food allergy, food allergies, food allergy support, food allergy community, food allergy board, allergic, food allergies community, food allergies board, food allergies support	MedHelp's Allergies - Food Help Forum. This forum is for help, questions and support regarding Allergies - Food
336	Relationship Decisions Help	Relationships Decisions, Relationships Decisions forum, Relationships Decisions board, Relationships Decisions questions	MedHelp's Relationship Decisions Help Forum. This forum is for help, questions and support regarding Relationship Decisions
338	Infectious Diseases Help	Infectious Diseases, Infectious Diseases community, MRSA community, Infectious Diseases support, MRSA support, Meningitis community, Meningitis board, Meningitis support, Meningitis, MRSA	MedHelp's Infectious Diseases Help Forum. This forum is for help, questions and support regarding Infectious Diseases
339	Herpes Help	Herpes Simplex, HSV-1, HSV-2, Herpes questions, herpes doctor, herpes answers, herpes expert, herpes board, herpes forum, HSV-1 answers, hsv-1 questions, HSV-2 answers, hsv-2 questions	MedHelp's Herpes Help Forum. This forum is for help, questions and support regarding Herpes
33	Salud de la Mujer Help	None	MedHelp's Salud de la Mujer Help Forum. This forum is for help, questions and support regarding Salud de la Mujer
340	Pediatric Heart Help	pediatric heart, heart children, children cardiac, toddler heart, newborn heart, pediatric heart doctors, pediatric heart questions, pediatric heart answers	MedHelp's Pediatric Heart Help Forum. This forum is for help, questions and support regarding Pediatric Heart
343	Pregnancy and Parenting: Multiples Help	twins, triplets, parenting twins, having twins, multiples, having multiples, parenting multiples, multiples support, twins support, triplets support, multiples community, twins community, triplets community	MedHelp's Pregnancy and Parenting: Multiples Help Forum. This forum is for help, questions and support regarding Pregnancy and Parenting: Multiples
349	Interstitial Cystitis Help	Interstitial Cystitis, Interstitial Cystitis community, Interstitial Cystitis questions, Interstitial Cystitis answers, Interstitial Cystitis support, Interstitial Cystitis board, Interstitial Cystitis forum	MedHelp's Interstitial Cystitis Help Forum. This forum is for help, questions and support regarding Interstitial Cystitis
34	Sistema Digestivo Help	None	MedHelp's Sistema Digestivo Help Forum. This forum is for help, questions and support regarding Sistema Digestivo
350	Cervical Cancer Help	cervical cancer, cervical cancer support, cervical cancer community, cervical cancer board, cervical cancer forum, cervical cancer questions, cervical cancer survivors	MedHelp's Cervical Cancer Help Forum. This forum is for help, questions and support regarding Cervical Cancer
351	Aneurysm Help	Aneurysms, Aneurysms community, Aneurysms support, Aneurysms help, Aneurysms board, Aneurysms questions, Aneurysms answers	MedHelp's Aneurysm Help Forum. This forum is for help, questions and support regarding Aneurysm
356	Swine Flu Help	swine flu, swine flu questions, swine flu answers, swine flu information, swine flu community, swine flu help	MedHelp's Swine Flu Help Forum. This forum is for help, questions and support regarding Swine Flu
358	Autoimmune Disorders Help	Autoimmune Disorders, automimmune, Autoimmune Disorders forum, Autoimmune Disorders board, Autoimmune Disorders questions, Autoimmune Disorders expert, Autoimmune Disorders doctor, autoimmune forum, autoimmune board, autoimmune expert, autoimmune doctor	MedHelp's Autoimmune Disorders Help Forum. This forum is for help, questions and support regarding Autoimmune Disorders
359	Anger Management Help	anger management support, anger management community, anger management board, anger management help, anger help, anger support, anger community	MedHelp's Anger Management Help Forum. This forum is for help, questions and support regarding Anger Management
35	Sistema Nervioso Help	None	MedHelp's Sistema Nervioso Help Forum. This forum is for help, questions and support regarding Sistema Nervioso
365	Pet Skin Problems Help	None	MedHelp's Pet Skin Problems Help Forum. This forum is for help, questions and support regarding Pet Skin Problems
366	Nutrition Management For Pets Help	None	MedHelp's Nutrition Management For Pets Help Forum. This forum is for help, questions and support regarding Nutrition Management For Pets
369	Pet Behavior Problems Help	None	MedHelp's Pet Behavior Problems Help Forum. This forum is for help, questions and support regarding Pet Behavior Problems
36	Embarazo Help	None	MedHelp's Embarazo Help Forum. This forum is for help, questions and support regarding Embarazo
370	Cancer in Pets Help	None	MedHelp's Cancer in Pets Help Forum. This forum is for help, questions and support regarding Cancer in Pets
372	Holistic Care For Pets Help	None	MedHelp's Holistic Care For Pets Help Forum. This forum is for help, questions and support regarding Holistic Care For Pets
374	Holistic Care For Pets Help	None	MedHelp's Holistic Care For Pets Help Forum. This forum is for help, questions and support regarding Holistic Care For Pets
375	Nutrition Management for Pets Help	None	MedHelp's Nutrition Management for Pets Help Forum. This forum is for help, questions and support regarding Nutrition Management for Pets
376	Cancer in Pets Help	None	MedHelp's Cancer in Pets Help Forum. This forum is for help, questions and support regarding Cancer in Pets
37	ITS Help	None	MedHelp's ITS Help Forum. This forum is for help, questions and support regarding ITS
382	Birth Control (Contraception)  Help	Birth Control, Types of Birth Control, Abstinence, Barrier Method, Birth Control Pills, Cervical Cap, Condoms, Diaphragm, Hormone Injections, Intrauterine Devices, Skin Patch, Tubal Ligation, Vaginal Rings, Vasectomy, Yaz	MedHelp's Birth Control (Contraception)  Help Forum. This forum is for help, questions and support regarding Birth Control (Contraception)
383	HIV	HIV, HIV Prevention, HIV questions, do I have HIV, HIV help, HIV doctors	MedHelp's HIV - International Help Forum. This forum is for help, questions and support regarding HIV - International
384	STDs	STD's, STD questions, STD answers, STD help, sexually transmitted disease questions, sexually transmitted disease answers, sexually transmitted disease help, sexually transmitted disease doctor, sexually transmitted disease expert, STD doctor, STD help	MedHelp's STDs - International Help Forum. This forum is for help, questions and support regarding STDs - International
38	Tiroides & Sistemas Endocrinos Help	None	MedHelp's Tiroides & Sistemas Endocrinos Help Forum. This forum is for help, questions and support regarding Tiroides & Sistemas Endocrinos
39	ALS Help	Amyotrophic Lateral Sclerosis, ALS, MedHelp, Forum, Communities, Support	MedHelp's ALS Help Forum. This forum is for help, questions and support regarding ALS
3	Cats Help	None	MedHelp's Cats Help Forum. This forum is for help, questions and support regarding Cats
40	Beauty & Cosmetics Help	Acne, Cosmetic safety, Cosmetics and allergies, Hair Care, Hair Dye, Nails, Skin, Tatoos, Cosmetics, Beauty, Skin Care, MedHelp, Forums, Communities	MedHelp's Beauty & Cosmetics Help Forum. This forum is for help, questions and support regarding Beauty & Cosmetics
413	The Chronic Pain Couch	None	MedHelp's The Chronic Pain Couch Help Forum. This forum is for help, questions and support regarding The Chronic Pain Couch
417	Ehlers	None	MedHelp's Ehlers-Danlos Syndrome Help Forum. This forum is for help, questions and support regarding Ehlers-Danlos Syndrome
41	Multiple Sclerosis Help	Multiple Sclerosis, MS, MedHelp, Forum, Support, Communities, multiple sclerosis symptoms, brain scan	MedHelp's Multiple Sclerosis Help Forum. This forum is for help, questions and support regarding Multiple Sclerosis
42	Dental Health Help	bridges, cavities, crowns, orthodontics, x-rays, dentists, dental work, dental, wisdom teeth, cavity, MedHelp, forum, community	MedHelp's Dental Health Help Forum. This forum is for help, questions and support regarding Dental Health
43	Eye Care Help	cataracts, glaucoma, retinal detachment, eye infections, misaligned eyes, intra-ocular implants, LASIK, CK, glasses, contact lens, amblyopia, eye injuries, dry eyes, ocular allergy, eye pain,eyelid and tearduct surgery, poor eyesight, MedHelp	MedHelp's Eye Care Help Forum. This forum is for help, questions and support regarding Eye Care
449	Prayer Group	None	MedHelp's Prayer Group Help Forum. This forum is for help, questions and support regarding Prayer Group
44	Fibromyalgia Help	fibromyalgia, diagnosis, treatment, pain management, MedHelp, forum, communities	MedHelp's Fibromyalgia Help Forum. This forum is for help, questions and support regarding Fibromyalgia
478	Birdwatchers Dream	None	MedHelp's Birdwatchers Dream Help Forum. This forum is for help, questions and support regarding Birdwatchers Dream
4	Dogs Help	veterinarian, pets, pet health, dogs, cats, sick pet, birds, small animals, MedHelp, Forum, Vet, Communities	MedHelp's Dogs Help Forum. This forum is for help, questions and support regarding Dogs
52	Urology Help	Benign Prostate Disease, Curvature, Cystisis, Pediatric Urology, Prostate, Sexual Dysfunction, Urological Cancers, MedHelp, Forum, Communities	MedHelp's Urology Help Forum. This forum is for help, questions and support regarding Urology
53	Pain Management Help	Arthritis Pain, Back Pain, Cancer Pain, Drugs and Medication, Headaches, Movement Disorders Pain, Muscle Pain, Pain, MedHelp, Forum, Support	MedHelp's Pain Management Help Forum. This forum is for help, questions and support regarding Pain Management
54	Breast Cancer Help	Breast Cancer, Lumps, Breast Biopsy,Genetics, Chemotherapy, Hormone Therapy, Lumps, Lumpectomy, Lymph node dissection, Lymphedema, Mammograms, Mastectomy, Radiation Therapy, Reconstruction,  Self Breast Exam, Surgery, MedHelp, Forum, Communities	MedHelp's Breast Cancer Help Forum. This forum is for help, questions and support regarding Breast Cancer
55	Cáncer Help	None	MedHelp's Cáncer Help Forum. This forum is for help, questions and support regarding Cáncer
56	Acne Help	Acne, Acne and foods, Acne scars, Acne medications, Adult acne, Blackheads, Pimples, MedHelp, Dermatology, Skin Care, Clean Skin, Health, Forums, Communities	MedHelp's Acne Help Forum. This forum is for help, questions and support regarding Acne
57	Depression Help	Depression, medication, depression treatments, depression counseling, sleep problems, MedHelp, support, Forum, community	MedHelp's Depression Help Forum. This forum is for help, questions and support regarding Depression
58	Nutrition Help	Acne, food allergies, Balanced Menus, Diabetes,  Eating Disorders, Healthy Snacks,  Hypo and Hyperglycemia, Nutrition, Over-eating, Weight Loss, MedHelp, Forum, Community	MedHelp's Nutrition Help Forum. This forum is for help, questions and support regarding Nutrition
592	Mirena IUD Side Effects Support	None	MedHelp's Mirena IUD Side Effects Support Help Forum. This forum is for help, questions and support regarding Mirena IUD Side Effects Support
595	HIV Anxiety Support	None	MedHelp's HIV Anxiety Support Help Forum. This forum is for help, questions and support regarding HIV Anxiety Support
59	Cancer Help	biopsies, cancer staging, chemotherapy, diagnosis, hormonal therapy, radiation therapy, surgery, tumor types, Cancer, Skin Cancer, Lung Cancer, Prostate Cancer, Breast Cancer, Ovarian Cancer, MedHelp, Forum, Communities	MedHelp's Cancer Help Forum. This forum is for help, questions and support regarding Cancer
5	Exotic Pets Help	veterinarian, pets, pet health, dogs, cats, sick pet, birds, small animals, MedHelp, Forum, Vet, Communities	MedHelp's Exotic Pets Help Forum. This forum is for help, questions and support regarding Exotic Pets
60	Orthopedics Help	Back Pain, Bone or joint pain, Broken bones, Hip or Knee replacement, Lower Back Pain, Neck and Shoulder pain, Orthopedic Surgery, Spinal Injury, Sports Injury, Tennis Elbow, MedHelp, Forum	MedHelp's Orthopedics Help Forum. This forum is for help, questions and support regarding Orthopedics
61	Respiratory Disorders Help	Allergies, Asthma, Bronchitis, Colds, Flu, Chronic Cough, COPD, Fibrosis, Lung Abscess, Nasal Polyps, Pleurisy, Pneumonia, Sarcoidosis,Tuberculosis, Respiratory Disorders, MedHelp,National Jewish, Forums,Community	MedHelp's Respiratory Disorders Help Forum. This forum is for help, questions and support regarding Respiratory Disorders
621	Current Events . . .	None	MedHelp's Current Events . . . Help Forum. This forum is for help, questions and support regarding Current Events . . .
62	Stroke Help	Alertness, Bowel/Bladder Control, Going Home After a Stroke, Depression, Motor Skills, Nutrition, Orthotics/Braces, Pain, Prevention, Senses, Spasticity, Symptoms, Treatment, Stroke, MedHelp, Community, Forum	MedHelp's Stroke Help Forum. This forum is for help, questions and support regarding Stroke
630	All about TV Shows and Movies	None	MedHelp's All about TV Shows and Movies Help Forum. This forum is for help, questions and support regarding All about TV Shows and Movies
63	Back & Neck Help	Back, Neck, Back & Neck Problem diagnosis, Back & Neck Problem symptoms, Back & Neck Problem treatments, Back & Neck Problems and exercise, Back & Neck Problems and pain, Back & Neck Problems and sleeping, Physical Therapy, MedHelp, Forums, Communities, I	MedHelp's Back & Neck Help Forum. This forum is for help, questions and support regarding Back & Neck
645	ADDICTION RECOVERY GROUP	None	MedHelp's ADDICTION RECOVERY GROUP Help Forum. This forum is for help, questions and support regarding ADDICTION RECOVERY GROUP
649	Gastric Cancer Help	gastric cancer support, gastric cancer forum, gastric cancer board, gastric cancer community, gastric cancer questions, gastric cancer help, stomach cancer support, stomach cancer forum, stomach cancer board, stomach cancer community, stomach cancer quest	MedHelp's Gastric Cancer Help Forum. This forum is for help, questions and support regarding Gastric Cancer
64	Child Behavior Help	Child Discipline, Behavior management, Normal Child Development, Parent-Child Communications, Social Development, MedHelp, Forums, Communities	MedHelp's Child Behavior Help Forum. This forum is for help, questions and support regarding Child Behavior
650	Testicular Cancer Help	testicular cancer support, testicular cancer forum, testicular cancer board, testicular cancer community, testicular cancer questions, testicular cancer help, Germ cell tumor, Seminoma,Non-seminoma tumors, Embryonal carcinoma, Yolk sac tumor, Teratomata	MedHelp's Testicular Cancer Help Forum. This forum is for help, questions and support regarding Testicular Cancer
651	Bone Cancer Help	Bone cancer support, Bone cancer forum, Bone cancer board, Bone cancer community, Bone cancer questions, Bone cancer help, osteosarcoma,Ewing's sarcoma, chondrosarcoma, fibrosarcoma, bone tumor	MedHelp's Bone Cancer Help Forum. This forum is for help, questions and support regarding Bone Cancer
656	Anal Cancer Help	Anal Cancer	MedHelp's Anal Cancer Help Forum. This forum is for help, questions and support regarding Anal Cancer
659	Heart Cancer Help	Cardiac sarcoma, Heart Cancer, heart cancer support, heart cancer forum, heart cancer board, heart cancer community, heart cancer questions, heart cancer help,	MedHelp's Heart Cancer Help Forum. This forum is for help, questions and support regarding Heart Cancer
65	Dermatology Help	skin rashes, acne, birthmarks, skin infections, skin care, Skin, Bumps, Rashes, Irritation, Dermatology, Forums, Communities, Information, MedHelp, Skin Cancer, Melanoma	MedHelp's Dermatology Help Forum. This forum is for help, questions and support regarding Dermatology
660	Esophageal Cancer Help	esophageal cancer support, esophageal cancer forum, esophageal cancer board, esophageal cancer community, esophageal cancer questions, esophageal cancer help, Cancer - esophagus, Squamous cell esophageal cancer, adenocarcinoma	MedHelp's Esophageal Cancer Help Forum. This forum is for help, questions and support regarding Esophageal Cancer
664	Internal Medicine Help	None	MedHelp's Internal Medicine Help Forum. This forum is for help, questions and support regarding Internal Medicine
677	Mesothelioma  Help	Mesothelioma, Malignant mesothelioma, asbestos, tumor of the pleura, peritoneum	MedHelp's Mesothelioma  Help Forum. This forum is for help, questions and support regarding Mesothelioma
67	Allergy Help	Airbourne Allergies, Allergy Shots, Allergy Tests, Anaphylaxis, Asthma, Children's Allergies, Drug Allergies, Eye Allergies, Food Allergies, Hives, Insect Stings, Pet Allergies, Rhinitis, Sinuses, Hay Fever, Mold Allergies	MedHelp's Allergy Help Forum. This forum is for help, questions and support regarding Allergy
684	Medical Ethics  Help	Medical Ethics, Abortion; Genetic Engineering; End of Life Issues; Off-Label Prescribing;	MedHelp's Medical Ethics  Help Forum. This forum is for help, questions and support regarding Medical Ethics
685	Alternative Therapies  Help	ALTERNATIVE THERAPY, Acupuncture, Aromatherapy, Biofeedback, Chelation Therapy, Chinese Medicine, Dance-Movement Therapy, Medical Marijuana, Feng Shui, Heliotherapy, Reflexology, Unani, Vitamin Therapy, Yoga	MedHelp's Alternative Therapies  Help Forum. This forum is for help, questions and support regarding Alternative Therapies
686	Health Care Reform Help	Health Care Reform, Best Practices (evidence based), Covered Procedures/Treatment, Doctor Issues, Drug Company Issues, Employer Issues, End of Life Issues, Hospital Issues,Illegal Alien Issues, Insurance Company Issues, Long Term Care Issues, Medicaid,	MedHelp's Health Care Reform Help Forum. This forum is for help, questions and support regarding Health Care Reform
68	Gastroenterology Help	Acid Reflux, GERD, Heartburn, Indigestion, Acid Reflex, Barretts Esophagus, Colitis, Bowel Disorders, Crohn's Disease, Diverticulitis, Diverticulosis, Digestive Disorders, Irritable Bowel Syndrome, Stomach Pain, MedHelp, Forums, Communities	MedHelp's Gastroenterology Help Forum. This forum is for help, questions and support regarding Gastroenterology
691	Myelodysplastic Syndrome Help	Myelodysplastic Syndrome, MDS, Myelodysplastic Syndrome support, Myelodysplastic Syndrome forum, Myelodysplastic Syndrome board, Myelodysplastic Syndrome community, Myelodysplastic Syndrome questions, Myelodysplastic Syndrome help	MedHelp's Myelodysplastic Syndrome Help Forum. This forum is for help, questions and support regarding Myelodysplastic Syndrome
692	Penis Cancer Help	Penis cancer support, Penis cancer forum, Penis cancer board, Penis cancer community, Penis cancer questions, Penis cancer help, penile cancer, squamous cell cancer - penis	MedHelp's Penis Cancer Help Forum. This forum is for help, questions and support regarding Penis Cancer
693	Rectal Cancer Help	Rectal cancer support, Rectal cancer forum, Rectal cancer board, Rectal cancer community, Rectal cancer questions, Rectal cancer help	MedHelp's Rectal Cancer Help Forum. This forum is for help, questions and support regarding Rectal Cancer
69	Exercise & Fitness Help	Aeorobics, Exercise, Pilates, Sports, Yoga, Fitness, Physical Activity, MedHelp, Forum, Community, Weight Lifting	MedHelp's Exercise & Fitness Help Forum. This forum is for help, questions and support regarding Exercise & Fitness
6	Fish & Aquatic Pets Help	veterinarian, pets, pet health, dogs, cats, sick pet, birds, small animals, large animals,MedHelp, Forum, Vet, Communities, reptiles, fish	MedHelp's Fish & Aquatic Pets Help Forum. This forum is for help, questions and support regarding Fish & Aquatic Pets
701	Psychopharmacology	None	MedHelp's Psychopharmacology Help Forum. This forum is for help, questions and support regarding Psychopharmacology
703	Ask a Nurse Help	Bones, Blood, Brain, Diagnostic Tests, Ears, Eyes, Glands, Heart, Infectious Diseases, Kidneys, Liver, Lungs, Muscles, Nose, Procedures, Skin, Vaccines	MedHelp's Ask a Nurse Help Forum. This forum is for help, questions and support regarding Ask a Nurse
704	Sickle Cell Anemia Help	sickle cell anemia	MedHelp's Sickle Cell Anemia Help Forum. This forum is for help, questions and support regarding Sickle Cell Anemia
707	granulomatous mastitis	None	MedHelp's granulomatous mastitis Help Forum. This forum is for help, questions and support regarding granulomatous mastitis
70	Ear, Nose & Throat Help	Ear infections, Nasal polyps, Sore throats, Swollen Glands, Ear, Nose, Throat, Cold, Stuffy Nose, MedHelp, Forum, community	MedHelp's Ear, Nose & Throat Help Forum. This forum is for help, questions and support regarding Ear, Nose & Throat
714	Stomach Cancer Help	Stomach Cancer forum, stomach cancer board, stomach cancer community, stomach cancer support, stomach cancer questions,	MedHelp's Stomach Cancer Help Forum. This forum is for help, questions and support regarding Stomach Cancer
71	Anxiety Help	Anxiety and Eating, Anxiety and Sleeping, Anxiety Medications, Anxiety Symptoms, Mood Swings, Anxiety, MedHelp, Forums, Community, Anxiety Support, Support	MedHelp's Anxiety Help Forum. This forum is for help, questions and support regarding Anxiety
72	Heart Disease Help	Angina, Angioplasty, Arrhythmia, Bypass Surgery, Cardiomyopathy, Coronary Artery Disease, Defibrillator, Heart Attack, Heart Disease,  Mitral Valve, Pacemaker, PAD, Stenosis, Stress Tests, Chest Pain, Forums, MedHelp	MedHelp's Heart Disease Help Forum. This forum is for help, questions and support regarding Heart Disease
733	recovery after vitamin D deficiency	None	MedHelp's recovery after vitamin D deficiency Help Forum. This forum is for help, questions and support regarding recovery after vitamin D deficiency
735	VIH (Virus de Immunodeficiencia Humano) Help	Exposición y riesgos al VIH, Temas sobre cómo vivir con la infección de VIH, Prevención del VIH, Pruebas diagnósticas del VIH, Transmisión del VIH, Tratamientos del VIH, Otros temas relacionados con el VIH.	MedHelp's VIH (Virus de Immunodeficiencia Humano) Help Forum. This forum is for help, questions and support regarding VIH (Virus de Immunodeficiencia Humano)
736	ETS (Enfermedades de Transmisión Sexual) Help	Cervicitis (inflammation del cervix o cuello del útero), Chancroide, Los Niños y las ETS, Clamidia, Ladillas, Genital, Gonorrea, Hepatitis (hepatitis vírica), Herpes, Virus del Papiloma Humano-VPH, Molusco Contagioso, Otras Infecciones, Enfermedad Pél	MedHelp's ETS (Enfermedades de Transmisión Sexual) Help Forum. This forum is for help, questions and support regarding ETS (Enfermedades de Transmisión Sexual)
73	Thyroid Disorders Help	Goiter, Graves Disease, Hashimoto's Thyroiditis, Human Growth Hormone, Hyperthyroid, Hypothyroid, Metabolism Problems, Pituitary Gland Problems, Thyroid Cancers, Tests, Thyroiditis, Thyroid Stimulating Hormone, TSH, Thyroid, MedHelp, Forum, Community	MedHelp's Thyroid Disorders Help Forum. This forum is for help, questions and support regarding Thyroid Disorders
742	Shingles Help	None	MedHelp's Shingles Help Forum. This forum is for help, questions and support regarding Shingles
743	Urogynecology Help	Bladder Fallen or Drooping (Cystocele), Bladder Overactive,Bladder Pain, Bowel Incontinence (small bowel), Bowel Prolapse (Enterocele), Causes, Complications, DiagnosisGenital Prolapse, Interstitial Cystitis, Living With Issues,Medications, Pain w	MedHelp's Urogynecology Help Forum. This forum is for help, questions and support regarding Urogynecology
74	Neurology Help	Alzheimer's Disease, ALS, Autism,  Brain Cancer,Cerebral Palsy, Chronic Pain, Epilepsy, Headaches, MS, Neuralgia, Neuropathy, Parkinson's Disease, RSD, Sleep Disorders, Stroke, Traumatic Brain Injury. MedHelp, Forum	MedHelp's Neurology Help Forum. This forum is for help, questions and support regarding Neurology
75	Hepatitis C Help	Hepatitis, Hepatitis C, Hepatitis B, hepatitis c forums, liver disease, medhelp, hepa b, hepatitis forum, forum, end stage, end stage liver disease	MedHelp's Hepatitis C Help Forum. This forum is for help, questions and support regarding Hepatitis C
76	Hepatitis Social Help	Hepatitis, Hepatitis C, Hepatitis B, hepatitis c forums, liver disease, medhelp, hepa b, hepatitis forum, forum, end stage, end stage liver disease	MedHelp's Hepatitis Social Help Forum. This forum is for help, questions and support regarding Hepatitis Social
77	Addiction: Substance Abuse Help	drugs, prescription drugs,addiction, addiction recovery, tapering, cold turkey,withdrawal symptoms, MedHelp, Forums, Support, Communities, Tramadol, Suboxone, Percocets, Methadone, Heroine, Pills, Oxycontin, Thomas Recipe	MedHelp's Addiction: Substance Abuse Help Forum. This forum is for help, questions and support regarding Addiction: Substance Abuse
78	Relationships Help	Abstinence, Arousal Problems, Birth Control, Cohabitation, Commitment, Communication, Couples Counseling, Lack of Desire, Sexual Technique, MedHelp, Forum, Community, Sex, Relationships	MedHelp's Relationships Help Forum. This forum is for help, questions and support regarding Relationships
79	HIV Prevention Help	HIV, Safe Sex, HIV Infection, HHH, Hunter Handsfield, Window Period, Anxiety, unprotected sex, Ask a Doctor, MedHelp, HIV Forum, Forum, AIDs, Community	MedHelp's HIV Prevention Help Forum. This forum is for help, questions and support regarding HIV Prevention
7	Horses & Large Animals Help	veterinarian, pets, pet health, dogs, cats, sick pet, birds, small animals, large animals,MedHelp, Forum, Vet, Communities	MedHelp's Horses & Large Animals Help Forum. This forum is for help, questions and support regarding Horses & Large Animals
